Unnamed: 0,active,empty,lat,lng,time,in_use,name,id,total,date,timestamp,week,Precp,RH,WS,temp
2770817,1,5,25.054095,121.560928,2016-07-01 02:09:42,0,健康新城,261,44,2016-07-01,02:09:42,4,0.0,82.0,0.0,26.8
2770873,1,28,25.054095,121.560928,2016-07-01 02:14:47,14,健康新城,261,44,2016-07-01,02:14:47,4,0.0,82.0,0.0,26.8
2773415,1,29,25.054095,121.560928,2016-07-01 06:49:15,13,健康新城,261,44,2016-07-01,06:49:15,4,0.0,80.0,0.0,26.5
2773748,1,28,25.054095,121.560928,2016-07-01 07:04:14,14,健康新城,261,44,2016-07-01,07:04:14,4,0.0,76.0,0.0,27.5
2774523,1,29,25.054095,121.560928,2016-07-01 07:34:14,13,健康新城,261,44,2016-07-01,07:34:14,4,0.0,76.0,0.0,27.5
2774835,1,31,25.054095,121.560928,2016-07-01 07:44:15,11,健康新城,261,44,2016-07-01,07:44:15,4,0.0,76.0,0.0,27.5
2775989,1,33,25.054095,121.560928,2016-07-01 08:19:15,9,健康新城,261,44,2016-07-01,08:19:15,4,0.0,69.0,0.0,29.7
2776682,1,34,25.054095,121.560928,2016-07-01 08:39:15,8,健康新城,261,44,2016-07-01,08:39:15,4,0.0,69.0,0.0,29.7
2777027,1,35,25.054095,121.560928,2016-07-01 08:49:14,7,健康新城,261,44,2016-07-01,08:49:14,4,0.0,69.0,0.0,29.7
2777700,1,37,25.054095,121.560928,2016-07-01 09:09:15,5,健康新城,261,44,2016-07-01,09:09:15,4,0.0,63.0,0.5,31.9
2778607,1,38,25.054095,121.560928,2016-07-01 09:39:15,4,健康新城,261,44,2016-07-01,09:39:15,4,0.0,63.0,0.5,31.9
2779598,1,37,25.054095,121.560928,2016-07-01 10:14:15,5,健康新城,261,44,2016-07-01,10:14:15,4,0.0,51.0,0.0,34.0
2781312,1,36,25.054095,121.560928,2016-07-01 11:19:15,6,健康新城,261,44,2016-07-01,11:19:15,4,0.0,50.0,0.1,33.9
2783500,1,38,25.054095,121.560928,2016-07-01 12:39:16,4,健康新城,261,44,2016-07-01,12:39:16,4,0.0,48.0,0.2,34.6
2784188,1,39,25.054095,121.560928,2016-07-01 13:04:15,3,健康新城,261,44,2016-07-01,13:04:15,4,0.0,54.0,0.0,33.7
2784323,1,40,25.054095,121.560928,2016-07-01 13:09:15,2,健康新城,261,44,2016-07-01,13:09:15,4,0.0,54.0,0.0,33.7
2785177,1,41,25.054095,121.560928,2016-07-01 13:39:15,1,健康新城,261,44,2016-07-01,13:39:15,4,0.0,54.0,0.0,33.7
2786165,1,42,25.054095,121.560928,2016-07-01 14:14:18,0,健康新城,261,44,2016-07-01,14:14:18,4,0.0,52.0,0.2,34.5
2786731,1,37,25.054095,121.560928,2016-07-01 14:34:15,5,健康新城,261,44,2016-07-01,14:34:15,4,0.0,52.0,0.2,34.5
2787009,1,38,25.054095,121.560928,2016-07-01 14:44:15,4,健康新城,261,44,2016-07-01,14:44:15,4,0.0,52.0,0.2,34.5
2788460,1,37,25.054095,121.560928,2016-07-01 15:34:15,5,健康新城,261,44,2016-07-01,15:34:15,4,0.0,50.0,0.5,34.7
2788587,1,38,25.054095,121.560928,2016-07-01 15:39:15,4,健康新城,261,44,2016-07-01,15:39:15,4,0.0,50.0,0.5,34.7
2788728,1,39,25.054095,121.560928,2016-07-01 15:44:15,3,健康新城,261,44,2016-07-01,15:44:15,4,0.0,50.0,0.5,34.7
2789034,1,38,25.054095,121.560928,2016-07-01 15:54:15,4,健康新城,261,44,2016-07-01,15:54:15,4,0.0,50.0,0.5,34.7
2789321,1,37,25.054095,121.560928,2016-07-01 16:04:15,5,健康新城,261,44,2016-07-01,16:04:15,4,0.0,53.0,0.8,33.8
2789462,1,38,25.054095,121.560928,2016-07-01 16:09:14,4,健康新城,261,44,2016-07-01,16:09:14,4,0.0,53.0,0.8,33.8
2790230,1,40,25.054095,121.560928,2016-07-01 16:34:15,2,健康新城,261,44,2016-07-01,16:34:15,4,0.0,53.0,0.8,33.8
2791510,1,38,25.054095,121.560928,2016-07-01 17:14:14,4,健康新城,261,44,2016-07-01,17:14:14,4,0.0,58.0,0.2,32.4
2792137,1,37,25.054095,121.560928,2016-07-01 17:34:14,5,健康新城,261,44,2016-07-01,17:34:14,4,0.0,58.0,0.2,32.4
2792660,1,36,25.054095,121.560928,2016-07-01 17:49:15,6,健康新城,261,44,2016-07-01,17:49:15,4,0.0,58.0,0.2,32.4
2793194,1,37,25.054095,121.560928,2016-07-01 18:04:14,5,健康新城,261,44,2016-07-01,18:04:14,4,0.0,68.0,0.7,30.7
2793712,1,35,25.054095,121.560928,2016-07-01 18:19:15,7,健康新城,261,44,2016-07-01,18:19:15,4,0.0,68.0,0.7,30.7
2793878,1,34,25.054095,121.560928,2016-07-01 18:24:16,8,健康新城,261,44,2016-07-01,18:24:16,4,0.0,68.0,0.7,30.7
2794049,1,35,25.054095,121.560928,2016-07-01 18:29:15,7,健康新城,261,44,2016-07-01,18:29:15,4,0.0,68.0,0.7,30.7
2794547,1,39,25.054095,121.560928,2016-07-01 18:44:14,3,健康新城,261,44,2016-07-01,18:44:14,4,0.0,68.0,0.7,30.7
2795483,1,36,25.054095,121.560928,2016-07-01 19:14:14,6,健康新城,261,44,2016-07-01,19:14:14,4,0.0,68.0,0.0,30.5
2796065,1,37,25.054095,121.560928,2016-07-01 19:34:15,5,健康新城,261,44,2016-07-01,19:34:15,4,0.0,68.0,0.0,30.5
2796226,1,38,25.054095,121.560928,2016-07-01 19:39:15,4,健康新城,261,44,2016-07-01,19:39:15,4,0.0,68.0,0.0,30.5
2796537,1,40,25.054095,121.560928,2016-07-01 19:49:14,2,健康新城,261,44,2016-07-01,19:49:14,4,0.0,68.0,0.0,30.5
2796697,1,39,25.054095,121.560928,2016-07-01 19:54:14,3,健康新城,261,44,2016-07-01,19:54:14,4,0.0,68.0,0.0,30.5
2796838,1,40,25.054095,121.560928,2016-07-01 19:59:14,2,健康新城,261,44,2016-07-01,19:59:14,4,0.0,68.0,0.0,30.5
