Unnamed: 0,active,empty,lat,lng,time,in_use,name,id,total,date,timestamp,week,Precp,RH,WS,temp
40,1,20,25.04287,121.5864,2016-04-01 13:39:20,14,玉成公園,40,34,2016-04-01,13:39:20,4,0.0,70.0,2.0,22.3
265,1,20,25.04287,121.5864,2016-04-01 13:44:18,14,玉成公園,40,34,2016-04-01,13:44:18,4,0.0,70.0,2.0,22.3
489,1,20,25.04287,121.5864,2016-04-01 13:49:19,14,玉成公園,40,34,2016-04-01,13:49:19,4,0.0,70.0,2.0,22.3
713,1,20,25.04287,121.5864,2016-04-01 13:54:19,14,玉成公園,40,34,2016-04-01,13:54:19,4,0.0,70.0,2.0,22.3
937,1,20,25.04287,121.5864,2016-04-01 13:59:19,14,玉成公園,40,34,2016-04-01,13:59:19,4,0.0,70.0,2.0,22.3
1161,1,20,25.04287,121.5864,2016-04-01 14:04:19,14,玉成公園,40,34,2016-04-01,14:04:19,4,0.0,71.0,2.4,21.8
1385,1,20,25.04287,121.5864,2016-04-01 14:09:19,14,玉成公園,40,34,2016-04-01,14:09:19,4,0.0,71.0,2.4,21.8
1609,1,21,25.04287,121.5864,2016-04-01 14:13:19,13,玉成公園,40,34,2016-04-01,14:13:19,4,0.0,71.0,2.4,21.8
1832,1,22,25.04287,121.5864,2016-04-01 14:19:19,12,玉成公園,40,34,2016-04-01,14:19:19,4,0.0,71.0,2.4,21.8
2055,1,22,25.04287,121.5864,2016-04-01 14:24:19,12,玉成公園,40,34,2016-04-01,14:24:19,4,0.0,71.0,2.4,21.8
2418,1,23,25.04287,121.5864,2016-04-01 14:34:19,11,玉成公園,40,34,2016-04-01,14:34:19,4,0.0,71.0,2.4,21.8
3094,1,22,25.04287,121.5864,2016-04-01 14:59:19,12,玉成公園,40,34,2016-04-01,14:59:19,4,0.0,71.0,2.4,21.8
3242,1,24,25.04287,121.5864,2016-04-01 15:04:19,10,玉成公園,40,34,2016-04-01,15:04:19,4,0.0,72.0,1.8,21.9
3516,1,27,25.04287,121.5864,2016-04-01 15:14:19,7,玉成公園,40,34,2016-04-01,15:14:19,4,0.0,72.0,1.8,21.9
3807,1,25,25.04287,121.5864,2016-04-01 15:24:19,9,玉成公園,40,34,2016-04-01,15:24:19,4,0.0,72.0,1.8,21.9
4366,1,26,25.04287,121.5864,2016-04-01 15:44:19,8,玉成公園,40,34,2016-04-01,15:44:19,4,0.0,72.0,1.8,21.9
4651,1,25,25.04287,121.5864,2016-04-01 15:54:19,9,玉成公園,40,34,2016-04-01,15:54:19,4,0.0,72.0,1.8,21.9
5041,1,24,25.04287,121.5864,2016-04-01 16:09:19,10,玉成公園,40,34,2016-04-01,16:09:19,4,0.0,72.0,2.0,21.7
5197,1,21,25.04287,121.5864,2016-04-01 16:14:19,13,玉成公園,40,34,2016-04-01,16:14:19,4,0.0,72.0,2.0,21.7
5357,1,19,25.04287,121.5864,2016-04-01 16:19:19,15,玉成公園,40,34,2016-04-01,16:19:19,4,0.0,72.0,2.0,21.7
5519,1,17,25.04287,121.5864,2016-04-01 16:24:19,17,玉成公園,40,34,2016-04-01,16:24:19,4,0.0,72.0,2.0,21.7
5815,1,18,25.04287,121.5864,2016-04-01 16:34:19,16,玉成公園,40,34,2016-04-01,16:34:19,4,0.0,72.0,2.0,21.7
5974,1,19,25.04287,121.5864,2016-04-01 16:39:19,15,玉成公園,40,34,2016-04-01,16:39:19,4,0.0,72.0,2.0,21.7
6595,1,17,25.04287,121.5864,2016-04-01 16:59:19,17,玉成公園,40,34,2016-04-01,16:59:19,4,0.0,72.0,2.0,21.7
6752,1,16,25.04287,121.5864,2016-04-01 17:04:19,18,玉成公園,40,34,2016-04-01,17:04:19,4,0.0,73.0,2.1,21.7
6922,1,17,25.04287,121.5864,2016-04-01 17:09:19,17,玉成公園,40,34,2016-04-01,17:09:19,4,0.0,73.0,2.1,21.7
7238,1,19,25.04287,121.5864,2016-04-01 17:19:19,15,玉成公園,40,34,2016-04-01,17:19:19,4,0.0,73.0,2.1,21.7
7410,1,28,25.04287,121.5864,2016-04-01 17:24:18,6,玉成公園,40,34,2016-04-01,17:24:18,4,0.0,73.0,2.1,21.7
7574,1,30,25.04287,121.5864,2016-04-01 17:29:19,4,玉成公園,40,34,2016-04-01,17:29:19,4,0.0,73.0,2.1,21.7
7734,1,31,25.04287,121.5864,2016-04-01 17:34:19,3,玉成公園,40,34,2016-04-01,17:34:19,4,0.0,73.0,2.1,21.7
7890,1,28,25.04287,121.5864,2016-04-01 17:39:19,6,玉成公園,40,34,2016-04-01,17:39:19,4,0.0,73.0,2.1,21.7
8053,1,27,25.04287,121.5864,2016-04-01 17:44:33,7,玉成公園,40,34,2016-04-01,17:44:33,4,0.0,73.0,2.1,21.7
8218,1,26,25.04287,121.5864,2016-04-01 17:49:19,8,玉成公園,40,34,2016-04-01,17:49:19,4,0.0,73.0,2.1,21.7
8381,1,27,25.04287,121.5864,2016-04-01 17:54:19,7,玉成公園,40,34,2016-04-01,17:54:19,4,0.0,73.0,2.1,21.7
8547,1,29,25.04287,121.5864,2016-04-01 17:59:19,5,玉成公園,40,34,2016-04-01,17:59:19,4,0.0,73.0,2.1,21.7
8717,1,28,25.04287,121.5864,2016-04-01 18:04:18,6,玉成公園,40,34,2016-04-01,18:04:18,4,0.0,74.0,1.8,21.4
8874,1,27,25.04287,121.5864,2016-04-01 18:09:18,7,玉成公園,40,34,2016-04-01,18:09:18,4,0.0,74.0,1.8,21.4
9218,1,25,25.04287,121.5864,2016-04-01 18:19:19,9,玉成公園,40,34,2016-04-01,18:19:19,4,0.0,74.0,1.8,21.4
9391,1,24,25.04287,121.5864,2016-04-01 18:24:19,10,玉成公園,40,34,2016-04-01,18:24:19,4,0.0,74.0,1.8,21.4
9554,1,22,25.04287,121.5864,2016-04-01 18:29:19,12,玉成公園,40,34,2016-04-01,18:29:19,4,0.0,74.0,1.8,21.4
9885,1,20,25.04287,121.5864,2016-04-01 18:39:19,14,玉成公園,40,34,2016-04-01,18:39:19,4,0.0,74.0,1.8,21.4
10215,1,18,25.04287,121.5864,2016-04-01 18:49:18,16,玉成公園,40,34,2016-04-01,18:49:18,4,0.0,74.0,1.8,21.4
10382,1,13,25.04287,121.5864,2016-04-01 18:54:19,21,玉成公園,40,34,2016-04-01,18:54:19,4,0.0,74.0,1.8,21.4
10550,1,14,25.04287,121.5864,2016-04-01 18:58:19,20,玉成公園,40,34,2016-04-01,18:58:19,4,0.0,74.0,1.8,21.4
10719,1,10,25.04287,121.5864,2016-04-01 19:04:19,23,玉成公園,40,34,2016-04-01,19:04:19,4,0.0,76.0,1.5,21.2
11046,1,12,25.04287,121.5864,2016-04-01 19:14:19,21,玉成公園,40,34,2016-04-01,19:14:19,4,0.0,76.0,1.5,21.2
11212,1,22,25.04287,121.5864,2016-04-01 19:19:19,11,玉成公園,40,34,2016-04-01,19:19:19,4,0.0,76.0,1.5,21.2
11368,1,28,25.04287,121.5864,2016-04-01 19:24:18,5,玉成公園,40,34,2016-04-01,19:24:18,4,0.0,76.0,1.5,21.2
11527,1,30,25.04287,121.5864,2016-04-01 19:29:18,3,玉成公園,40,34,2016-04-01,19:29:18,4,0.0,76.0,1.5,21.2
11690,1,29,25.04287,121.5864,2016-04-01 19:34:18,4,玉成公園,40,34,2016-04-01,19:34:18,4,0.0,76.0,1.5,21.2
11836,1,28,25.04287,121.5864,2016-04-01 19:39:18,5,玉成公園,40,34,2016-04-01,19:39:18,4,0.0,76.0,1.5,21.2
11983,1,29,25.04287,121.5864,2016-04-01 19:44:19,4,玉成公園,40,34,2016-04-01,19:44:19,4,0.0,76.0,1.5,21.2
12143,1,27,25.04287,121.5864,2016-04-01 19:49:19,6,玉成公園,40,34,2016-04-01,19:49:19,4,0.0,76.0,1.5,21.2
12306,1,26,25.04287,121.5864,2016-04-01 19:54:19,7,玉成公園,40,34,2016-04-01,19:54:19,4,0.0,76.0,1.5,21.2
12463,1,25,25.04287,121.5864,2016-04-01 19:59:19,8,玉成公園,40,34,2016-04-01,19:59:19,4,0.0,76.0,1.5,21.2
12605,1,23,25.04287,121.5864,2016-04-01 20:04:18,10,玉成公園,40,34,2016-04-01,20:04:18,4,0.0,79.0,0.8,20.9
12741,1,22,25.04287,121.5864,2016-04-01 20:09:18,11,玉成公園,40,34,2016-04-01,20:09:18,4,0.0,79.0,0.8,20.9
13317,1,20,25.04287,121.5864,2016-04-01 20:29:19,13,玉成公園,40,34,2016-04-01,20:29:19,4,0.0,79.0,0.8,20.9
13604,1,19,25.04287,121.5864,2016-04-01 20:39:19,14,玉成公園,40,34,2016-04-01,20:39:19,4,0.0,79.0,0.8,20.9
13733,1,18,25.04287,121.5864,2016-04-01 20:44:19,15,玉成公園,40,34,2016-04-01,20:44:19,4,0.0,79.0,0.8,20.9
13877,1,17,25.04287,121.5864,2016-04-01 20:49:19,16,玉成公園,40,34,2016-04-01,20:49:19,4,0.0,79.0,0.8,20.9
14024,1,16,25.04287,121.5864,2016-04-01 20:54:19,17,玉成公園,40,34,2016-04-01,20:54:19,4,0.0,79.0,0.8,20.9
14167,1,14,25.04287,121.5864,2016-04-01 20:59:18,19,玉成公園,40,34,2016-04-01,20:59:18,4,0.0,79.0,0.8,20.9
14306,1,13,25.04287,121.5864,2016-04-01 21:04:18,20,玉成公園,40,34,2016-04-01,21:04:18,4,0.0,81.0,1.2,20.5
14461,1,17,25.04287,121.5864,2016-04-01 21:09:19,16,玉成公園,40,34,2016-04-01,21:09:19,4,0.0,81.0,1.2,20.5
14610,1,13,25.04287,121.5864,2016-04-01 21:14:19,20,玉成公園,40,34,2016-04-01,21:14:19,4,0.0,81.0,1.2,20.5
14889,1,14,25.04287,121.5864,2016-04-01 21:24:19,19,玉成公園,40,34,2016-04-01,21:24:19,4,0.0,81.0,1.2,20.5
15172,1,11,25.04287,121.5864,2016-04-01 21:34:19,22,玉成公園,40,34,2016-04-01,21:34:19,4,0.0,81.0,1.2,20.5
15322,1,12,25.04287,121.5864,2016-04-01 21:39:21,21,玉成公園,40,34,2016-04-01,21:39:21,4,0.0,81.0,1.2,20.5
15481,1,13,25.04287,121.5864,2016-04-01 21:44:18,20,玉成公園,40,34,2016-04-01,21:44:18,4,0.0,81.0,1.2,20.5
15627,1,12,25.04287,121.5864,2016-04-01 21:49:18,21,玉成公園,40,34,2016-04-01,21:49:18,4,0.0,81.0,1.2,20.5
15763,1,7,25.04287,121.5864,2016-04-01 21:54:18,26,玉成公園,40,34,2016-04-01,21:54:18,4,0.0,81.0,1.2,20.5
15907,1,4,25.04287,121.5864,2016-04-01 21:59:19,29,玉成公園,40,34,2016-04-01,21:59:19,4,0.0,81.0,1.2,20.5
16204,1,10,25.04287,121.5864,2016-04-01 22:09:20,23,玉成公園,40,34,2016-04-01,22:09:20,4,0.0,83.0,1.1,20.3
16359,1,14,25.04287,121.5864,2016-04-01 22:14:19,20,玉成公園,40,34,2016-04-01,22:14:19,4,0.0,83.0,1.1,20.3
16498,1,13,25.04287,121.5864,2016-04-01 22:19:19,21,玉成公園,40,34,2016-04-01,22:19:19,4,0.0,83.0,1.1,20.3
16940,1,12,25.04287,121.5864,2016-04-01 22:34:19,22,玉成公園,40,34,2016-04-01,22:34:19,4,0.0,83.0,1.1,20.3
17213,1,11,25.04287,121.5864,2016-04-01 22:44:19,23,玉成公園,40,34,2016-04-01,22:44:19,4,0.0,83.0,1.1,20.3
17352,1,10,25.04287,121.5864,2016-04-01 22:49:19,24,玉成公園,40,34,2016-04-01,22:49:19,4,0.0,83.0,1.1,20.3
17485,1,14,25.04287,121.5864,2016-04-01 22:54:29,20,玉成公園,40,34,2016-04-01,22:54:29,4,0.0,83.0,1.1,20.3
17610,1,24,25.04287,121.5864,2016-04-01 22:59:19,10,玉成公園,40,34,2016-04-01,22:59:19,4,0.0,83.0,1.1,20.3
17742,1,25,25.04287,121.5864,2016-04-01 23:04:22,9,玉成公園,40,34,2016-04-01,23:04:22,4,0.0,85.0,0.8,19.9
17981,1,23,25.04287,121.5864,2016-04-01 23:14:19,11,玉成公園,40,34,2016-04-01,23:14:19,4,0.0,85.0,0.8,19.9
18092,1,22,25.04287,121.5864,2016-04-01 23:19:19,12,玉成公園,40,34,2016-04-01,23:19:19,4,0.0,85.0,0.8,19.9
18435,1,21,25.04287,121.5864,2016-04-01 23:34:19,12,玉成公園,40,34,2016-04-01,23:34:19,4,0.0,85.0,0.8,19.9
18545,1,20,25.04287,121.5864,2016-04-01 23:39:18,13,玉成公園,40,34,2016-04-01,23:39:18,4,0.0,85.0,0.8,19.9
18763,1,20,25.04287,121.5864,2016-04-01 23:49:19,14,玉成公園,40,34,2016-04-01,23:49:19,4,0.0,85.0,0.8,19.9
19407,1,20,25.04287,121.5864,2016-04-02 00:19:19,13,玉成公園,40,34,2016-04-02,00:19:19,5,0.0,87.0,0.7,19.6
19504,1,20,25.04287,121.5864,2016-04-02 00:24:19,14,玉成公園,40,34,2016-04-02,00:24:19,5,0.0,87.0,0.7,19.6
19590,1,19,25.04287,121.5864,2016-04-02 00:29:19,15,玉成公園,40,34,2016-04-02,00:29:19,5,0.0,87.0,0.7,19.6
19980,1,16,25.04287,121.5864,2016-04-02 00:49:35,18,玉成公園,40,34,2016-04-02,00:49:35,5,0.0,87.0,0.7,19.6
20172,1,15,25.04287,121.5864,2016-04-02 00:59:18,19,玉成公園,40,34,2016-04-02,00:59:18,5,0.0,87.0,0.7,19.6
20562,1,15,25.04287,121.5864,2016-04-02 01:24:18,18,玉成公園,40,34,2016-04-02,01:24:18,5,0.0,88.0,0.1,19.3
20634,1,15,25.04287,121.5864,2016-04-02 01:29:22,19,玉成公園,40,34,2016-04-02,01:29:22,5,0.0,88.0,0.1,19.3
20996,1,14,25.04287,121.5864,2016-04-02 01:59:18,20,玉成公園,40,34,2016-04-02,01:59:18,5,0.0,88.0,0.1,19.3
21048,1,15,25.04287,121.5864,2016-04-02 02:04:19,19,玉成公園,40,34,2016-04-02,02:04:19,5,0.0,89.0,0.0,19.2
21591,1,16,25.04287,121.5864,2016-04-02 03:09:19,18,玉成公園,40,34,2016-04-02,03:09:19,5,0.0,88.0,0.0,19.5
21712,1,15,25.04287,121.5864,2016-04-02 03:29:32,19,玉成公園,40,34,2016-04-02,03:29:32,5,0.0,88.0,0.0,19.5
21746,1,14,25.04287,121.5864,2016-04-02 03:34:20,20,玉成公園,40,34,2016-04-02,03:34:20,5,0.0,88.0,0.0,19.5
21785,1,14,25.04287,121.5864,2016-04-02 03:39:26,19,玉成公園,40,34,2016-04-02,03:39:26,5,0.0,88.0,0.0,19.5
21813,1,14,25.04287,121.5864,2016-04-02 03:44:19,20,玉成公園,40,34,2016-04-02,03:44:19,5,0.0,88.0,0.0,19.5
