Unnamed: 0,active,empty,lat,lng,time,in_use,name,id,total,date,timestamp,week,Precp,RH,WS,temp
26,1,37,24.988363,121.576536,2016-04-01 13:39:14,32,國立政治大學,144,70,2016-04-01,13:39:14,4,0.0,72.0,3.1,21.8
251,1,39,24.988363,121.576536,2016-04-01 13:44:14,30,國立政治大學,144,70,2016-04-01,13:44:14,4,0.0,72.0,3.1,21.8
475,1,38,24.988363,121.576536,2016-04-01 13:49:13,31,國立政治大學,144,70,2016-04-01,13:49:13,4,0.0,72.0,3.1,21.8
699,1,40,24.988363,121.576536,2016-04-01 13:54:14,29,國立政治大學,144,70,2016-04-01,13:54:14,4,0.0,72.0,3.1,21.8
923,1,40,24.988363,121.576536,2016-04-01 13:59:14,29,國立政治大學,144,70,2016-04-01,13:59:14,4,0.0,72.0,3.1,21.8
1147,1,41,24.988363,121.576536,2016-04-01 14:04:14,28,國立政治大學,144,70,2016-04-01,14:04:14,4,0.0,74.0,3.2,21.2
1371,1,42,24.988363,121.576536,2016-04-01 14:09:14,27,國立政治大學,144,70,2016-04-01,14:09:14,4,0.0,74.0,3.2,21.2
1595,1,42,24.988363,121.576536,2016-04-01 14:12:14,27,國立政治大學,144,70,2016-04-01,14:12:14,4,0.0,74.0,3.2,21.2
1818,1,41,24.988363,121.576536,2016-04-01 14:19:26,28,國立政治大學,144,70,2016-04-01,14:19:26,4,0.0,74.0,3.2,21.2
2041,1,39,24.988363,121.576536,2016-04-01 14:24:14,30,國立政治大學,144,70,2016-04-01,14:24:14,4,0.0,74.0,3.2,21.2
2258,1,41,24.988363,121.576536,2016-04-01 14:29:14,28,國立政治大學,144,70,2016-04-01,14:29:14,4,0.0,74.0,3.2,21.2
2407,1,44,24.988363,121.576536,2016-04-01 14:34:14,25,國立政治大學,144,70,2016-04-01,14:34:14,4,0.0,74.0,3.2,21.2
2537,1,46,24.988363,121.576536,2016-04-01 14:39:14,23,國立政治大學,144,70,2016-04-01,14:39:14,4,0.0,74.0,3.2,21.2
2677,1,45,24.988363,121.576536,2016-04-01 14:44:14,24,國立政治大學,144,70,2016-04-01,14:44:14,4,0.0,74.0,3.2,21.2
3085,1,46,24.988363,121.576536,2016-04-01 14:59:14,23,國立政治大學,144,70,2016-04-01,14:59:14,4,0.0,74.0,3.2,21.2
3233,1,44,24.988363,121.576536,2016-04-01 15:04:14,26,國立政治大學,144,70,2016-04-01,15:04:14,4,0.0,74.0,2.3,21.4
3371,1,45,24.988363,121.576536,2016-04-01 15:09:14,25,國立政治大學,144,70,2016-04-01,15:09:14,4,0.0,74.0,2.3,21.4
3506,1,48,24.988363,121.576536,2016-04-01 15:14:14,22,國立政治大學,144,70,2016-04-01,15:14:14,4,0.0,74.0,2.3,21.4
3649,1,49,24.988363,121.576536,2016-04-01 15:19:24,21,國立政治大學,144,70,2016-04-01,15:19:24,4,0.0,74.0,2.3,21.4
4070,1,53,24.988363,121.576536,2016-04-01 15:34:14,17,國立政治大學,144,70,2016-04-01,15:34:14,4,0.0,74.0,2.3,21.4
4640,1,54,24.988363,121.576536,2016-04-01 15:54:14,16,國立政治大學,144,70,2016-04-01,15:54:14,4,0.0,74.0,2.3,21.4
4774,1,50,24.988363,121.576536,2016-04-01 15:59:14,20,國立政治大學,144,70,2016-04-01,15:59:14,4,0.0,74.0,2.3,21.4
5033,1,48,24.988363,121.576536,2016-04-01 16:09:14,22,國立政治大學,144,70,2016-04-01,16:09:14,4,0.0,75.0,1.9,21.3
5186,1,53,24.988363,121.576536,2016-04-01 16:14:14,17,國立政治大學,144,70,2016-04-01,16:14:14,4,0.0,75.0,1.9,21.3
5348,1,51,24.988363,121.576536,2016-04-01 16:19:26,19,國立政治大學,144,70,2016-04-01,16:19:26,4,0.0,75.0,1.9,21.3
5961,1,48,24.988363,121.576536,2016-04-01 16:39:13,22,國立政治大學,144,70,2016-04-01,16:39:13,4,0.0,75.0,1.9,21.3
6273,1,47,24.988363,121.576536,2016-04-01 16:49:14,23,國立政治大學,144,70,2016-04-01,16:49:14,4,0.0,75.0,1.9,21.3
6426,1,46,24.988363,121.576536,2016-04-01 16:54:14,24,國立政治大學,144,70,2016-04-01,16:54:14,4,0.0,75.0,1.9,21.3
6585,1,48,24.988363,121.576536,2016-04-01 16:59:14,22,國立政治大學,144,70,2016-04-01,16:59:14,4,0.0,75.0,1.9,21.3
6742,1,46,24.988363,121.576536,2016-04-01 17:04:14,24,國立政治大學,144,70,2016-04-01,17:04:14,4,0.0,75.0,2.0,21.2
7069,1,45,24.988363,121.576536,2016-04-01 17:14:14,25,國立政治大學,144,70,2016-04-01,17:14:14,4,0.0,75.0,2.0,21.2
7227,1,49,24.988363,121.576536,2016-04-01 17:19:25,21,國立政治大學,144,70,2016-04-01,17:19:25,4,0.0,75.0,2.0,21.2
7399,1,50,24.988363,121.576536,2016-04-01 17:24:14,20,國立政治大學,144,70,2016-04-01,17:24:14,4,0.0,75.0,2.0,21.2
7562,1,52,24.988363,121.576536,2016-04-01 17:29:14,18,國立政治大學,144,70,2016-04-01,17:29:14,4,0.0,75.0,2.0,21.2
7724,1,54,24.988363,121.576536,2016-04-01 17:34:14,16,國立政治大學,144,70,2016-04-01,17:34:14,4,0.0,75.0,2.0,21.2
7880,1,56,24.988363,121.576536,2016-04-01 17:39:14,14,國立政治大學,144,70,2016-04-01,17:39:14,4,0.0,75.0,2.0,21.2
8043,1,55,24.988363,121.576536,2016-04-01 17:43:14,15,國立政治大學,144,70,2016-04-01,17:43:14,4,0.0,75.0,2.0,21.2
8205,1,54,24.988363,121.576536,2016-04-01 17:49:15,16,國立政治大學,144,70,2016-04-01,17:49:15,4,0.0,75.0,2.0,21.2
8370,1,56,24.988363,121.576536,2016-04-01 17:54:14,14,國立政治大學,144,70,2016-04-01,17:54:14,4,0.0,75.0,2.0,21.2
8535,1,59,24.988363,121.576536,2016-04-01 17:59:14,11,國立政治大學,144,70,2016-04-01,17:59:14,4,0.0,75.0,2.0,21.2
8707,1,58,24.988363,121.576536,2016-04-01 18:04:15,12,國立政治大學,144,70,2016-04-01,18:04:15,4,0.0,76.0,0.5,21.2
8862,1,57,24.988363,121.576536,2016-04-01 18:09:14,13,國立政治大學,144,70,2016-04-01,18:09:14,4,0.0,76.0,0.5,21.2
9031,1,60,24.988363,121.576536,2016-04-01 18:14:14,10,國立政治大學,144,70,2016-04-01,18:14:14,4,0.0,76.0,0.5,21.2
9206,1,61,24.988363,121.576536,2016-04-01 18:19:35,9,國立政治大學,144,70,2016-04-01,18:19:35,4,0.0,76.0,0.5,21.2
9378,1,62,24.988363,121.576536,2016-04-01 18:24:14,8,國立政治大學,144,70,2016-04-01,18:24:14,4,0.0,76.0,0.5,21.2
9712,1,63,24.988363,121.576536,2016-04-01 18:34:14,7,國立政治大學,144,70,2016-04-01,18:34:14,4,0.0,76.0,0.5,21.2
9873,1,62,24.988363,121.576536,2016-04-01 18:39:14,8,國立政治大學,144,70,2016-04-01,18:39:14,4,0.0,76.0,0.5,21.2
10536,1,63,24.988363,121.576536,2016-04-01 18:59:14,7,國立政治大學,144,70,2016-04-01,18:59:14,4,0.0,76.0,0.5,21.2
10709,1,64,24.988363,121.576536,2016-04-01 19:04:14,6,國立政治大學,144,70,2016-04-01,19:04:14,4,0.0,79.0,0.0,20.7
11201,1,66,24.988363,121.576536,2016-04-01 19:19:25,4,國立政治大學,144,70,2016-04-01,19:19:25,4,0.0,79.0,0.0,20.7
11517,1,67,24.988363,121.576536,2016-04-01 19:29:14,3,國立政治大學,144,70,2016-04-01,19:29:14,4,0.0,79.0,0.0,20.7
11679,1,65,24.988363,121.576536,2016-04-01 19:34:14,5,國立政治大學,144,70,2016-04-01,19:34:14,4,0.0,79.0,0.0,20.7
11972,1,63,24.988363,121.576536,2016-04-01 19:44:24,7,國立政治大學,144,70,2016-04-01,19:44:24,4,0.0,79.0,0.0,20.7
12295,1,65,24.988363,121.576536,2016-04-01 19:54:14,5,國立政治大學,144,70,2016-04-01,19:54:14,4,0.0,79.0,0.0,20.7
12452,1,67,24.988363,121.576536,2016-04-01 19:59:15,3,國立政治大學,144,70,2016-04-01,19:59:15,4,0.0,79.0,0.0,20.7
12876,1,69,24.988363,121.576536,2016-04-01 20:14:14,1,國立政治大學,144,70,2016-04-01,20:14:14,4,0.0,83.0,0.0,20.1
13035,1,68,24.988363,121.576536,2016-04-01 20:19:26,2,國立政治大學,144,70,2016-04-01,20:19:26,4,0.0,83.0,0.0,20.1
13175,1,69,24.988363,121.576536,2016-04-01 20:23:14,1,國立政治大學,144,70,2016-04-01,20:23:14,4,0.0,83.0,0.0,20.1
13451,1,68,24.988363,121.576536,2016-04-01 20:34:14,2,國立政治大學,144,70,2016-04-01,20:34:14,4,0.0,83.0,0.0,20.1
13598,1,69,24.988363,121.576536,2016-04-01 20:39:14,1,國立政治大學,144,70,2016-04-01,20:39:14,4,0.0,83.0,0.0,20.1
14160,1,70,24.988363,121.576536,2016-04-01 20:59:13,0,國立政治大學,144,70,2016-04-01,20:59:13,4,0.0,83.0,0.0,20.1
15029,1,69,24.988363,121.576536,2016-04-01 21:29:14,1,國立政治大學,144,70,2016-04-01,21:29:14,4,0.0,90.0,0.0,18.8
15313,1,68,24.988363,121.576536,2016-04-01 21:39:14,2,國立政治大學,144,70,2016-04-01,21:39:14,4,0.0,90.0,0.0,18.8
15472,1,69,24.988363,121.576536,2016-04-01 21:44:14,1,國立政治大學,144,70,2016-04-01,21:44:14,4,0.0,90.0,0.0,18.8
15617,1,67,24.988363,121.576536,2016-04-01 21:49:14,3,國立政治大學,144,70,2016-04-01,21:49:14,4,0.0,90.0,0.0,18.8
15756,1,66,24.988363,121.576536,2016-04-01 21:54:14,4,國立政治大學,144,70,2016-04-01,21:54:14,4,0.0,90.0,0.0,18.8
15897,1,65,24.988363,121.576536,2016-04-01 21:59:14,5,國立政治大學,144,70,2016-04-01,21:59:14,4,0.0,90.0,0.0,18.8
16043,1,64,24.988363,121.576536,2016-04-01 22:04:14,6,國立政治大學,144,70,2016-04-01,22:04:14,4,0.0,93.0,0.0,18.1
